s.no,title,type,main_genre,listed_in,rating,main_country,release_year,year_added,month_added,date_added,day_of_week,duration_int,duration_type,director,cast,description
6557,Dance Academy: The Comeback,Movie,Dramas,"Dramas, International Movies",TV-PG,Germany,2017,2018,7,02-07-18,Monday,100,min,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto","In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection."
6558,Dancing Quietly,Movie,Dramas,"Dramas, Independent Movies, International Movies",TV-MA,Germany,2016,2017,4,01-04-17,Saturday,70,min,Philipp Eichholtz,"Martina Schöne-Radunski, Hans-Heinrich Hardt, Sebastian Fräsdorf, Claudia Jacob, Deleila Piasko, Tobias Borchers, Ruth Bickelhaupt","After years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student."
6559,Dandy,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,Mexico,2016,2018,3,31-03-18,Saturday,1,Season,unknown,"Alfonso Herrera, Damián Alcázar, Gabriela Roel, Itahisa Machado, Dagoberto Gama, Hernán Mendoza, Daniel Martínez, Christian Vasquez, Aleyda Gallardo, Danny Perea, Pakey Vázquez, Fátima Molina, Héctor Holten, Carlos Valencia",A law professor is enlisted by Mexico's attorney general to join a special operations unit infiltrating the capital's most notorious drug cartel.
6560,Dangerous Roads,TV Show,British TV Shows,"British TV Shows, Docuseries",TV-MA,United Kingdom,2012,2019,2,01-02-19,Friday,2,Seasons,unknown,"Adrian Dunbar, Sue Perkins, Charley Boorman, Rhod Gilbert, Greg Davies, Ben Fogle, Hugh Dennis, Ed Byrne, Andy Parsons, Liza Tarbuck, David Baddiel","Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth."
6561,Danny Says,Movie,Documentaries,"Documentaries, Music & Musicals",TV-MA,United States,2015,2017,3,02-03-17,Thursday,103,min,Brendan Toller,"Danny Fields, Iggy Pop, Alice Cooper, Judy Collins, Tommy Ramone, Jac Holzman, Lenny Kaye, Wayne Kramer, John Cameron Mitchell, Jann Wenner","This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons."
6562,Dante's Peak,Movie,Action & Adventure,Action & Adventure,PG-13,United States,1997,2019,9,01-09-19,Sunday,108,min,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma","When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives."
6563,Dare to Be Wild,Movie,Dramas,"Dramas, Independent Movies, Romantic Movies",TV-PG,Ireland,2015,2018,4,01-04-18,Sunday,100,min,unknown,Not listed,Irish landscape designer Mary Reynolds fights to bring her wild and unconventional style to the esteemed Chelsea Flower Show.
6564,Dark Chocolate (Bengali Version),Movie,Dramas,"Dramas, International Movies, Thrillers",TV-MA,India,2016,2017,12,15-12-17,Friday,91,min,Agnidev Chatterjee,"Riya Sen, Mahima Chaudhry, Rajesh Sharma, Indrasish Roy, Mumtaz Sorcar, Sudip Mukherjee, Shataf Figar, Koushik Sen","In this Bangla thriller inspired by a true story, the discovery of a charred corpse in the woods leads to a high-profile murder investigation."
6565,Dark Crimes,Movie,Dramas,"Dramas, Thrillers",R,United Kingdom,2016,2019,10,15-10-19,Tuesday,93,min,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki",A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.
6566,Dark Places,Movie,Dramas,"Dramas, International Movies, Thrillers",R,United States,2015,2018,7,26-07-18,Thursday,113,min,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent."
6567,Darna Mana Hai,Movie,Horror Movies,"Horror Movies, International Movies, Thrillers",TV-MA,India,2003,2019,8,01-08-19,Thursday,116,min,Prawal Raman,"Aftab Shivdasani, Antara Mali, Boman Irani, Isha Koppikar, Nana Patekar, Raghuvir Yadav, Rajpal Yadav, Revathy, Saif Ali Khan, Sameera Reddy, Sanjay Kapoor, Shilpa Shetty, Sohail Khan, Vivek Oberoi","Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves."
6568,Darr Sabko Lagta Hai,TV Show,International TV Shows,"International TV Shows, TV Horror, TV Thrillers",TV-MA,India,2015,2018,3,01-03-18,Thursday,1,Season,unknown,Bipasha Basu,"In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences."
6569,Darra,Movie,Dramas,"Dramas, International Movies",TV-14,India,2016,2017,10,15-10-17,Sunday,121,min,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu","After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him."
6570,Daughters of the Dust,Movie,Classic Movies,"Classic Movies, Dramas, Independent Movies",NR,United Kingdom,1991,2017,6,10-06-17,Saturday,112,min,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal",An African American Gullah family leaves their coastal island home in 1902 and risks losing their culture to start a new life on the U.S. mainland.
6571,Day and Night,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,China,2017,2018,3,23-03-18,Friday,1,Season,unknown,"Pan Yueming, Wang Longzheng, Liang Yuen, Lü Xiaolin, Yin Shuyi, Hou Xuelong, Song Naigang",A detective assists with an investigation into a brutal mass murder case in which his twin brother is the prime suspect.
6572,Days We Stared at the Sun,TV Show,International TV Shows,"International TV Shows, TV Dramas",TV-MA,Taiwan,2017,2018,3,31-03-18,Saturday,2,Seasons,unknown,"Sean Huang, Chang Chia-yu, Wu Chien-ho, Teresa Daley, Yong Lea, Edison Song, Shan Cheng-ju, Iris Hu, Hsia Teng-hung",A model student resorts to violence after witnessing greed and corruption wreak havoc on his life.
6573,Dayveon,Movie,Dramas,"Dramas, Independent Movies",TV-MA,United States,2017,2018,1,11-01-18,Thursday,76,min,Amman Abbasi,"Devin Blackmon, Dontrell Bright, Kordell ""KD"" Johnson, Lachion Buckingham, Chasity Moore, Marquell Manning, Shavidee Trotter, Maurice Everett","Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas."
6574,De Film van Dylan Haegens,Movie,Comedies,"Comedies, International Movies",TV-PG,Netherlands,2018,2019,4,17-04-19,Wednesday,81,min,"Dylan Haegens, Bas van Teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven",A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.
6575,De Palma,Movie,Documentaries,Documentaries,R,United States,2015,2018,11,21-11-18,Wednesday,110,min,"Noah Baumbach, Jake Paltrow",Brian De Palma,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables."""
6576,Dead in a Week (Or Your Money Back),Movie,Comedies,Comedies,TV-MA,United Kingdom,2018,2019,3,01-03-19,Friday,90,min,Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic","After several failed attempts at taking his own life, a young man hires an aging assassin who’ll do anything to fend off retirement."
6577,Deadline: Sirf 24 Ghante,Movie,Independent Movies,"Independent Movies, International Movies, Thrillers",TV-14,India,2006,2019,12,31-12-19,Tuesday,97,min,Tanveer Khan,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla",A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.
6578,Deadly Scholars,Movie,Dramas,"Dramas, Thrillers",TV-14,United States,2018,2019,2,15-02-19,Friday,86,min,Danny J. Boyle,"Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow","After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship."
6579,Dean,Movie,Comedies,"Comedies, Dramas, Independent Movies",PG-13,United States,2016,2020,3,15-03-20,Sunday,94,min,Demetri Martin,"Demetri Martin, Kevin Kline, Gillian Jacobs, Rory Scovel, Ginger Gonzaga, Reid Scott, Mary Steenburgen, Briga Heelan, Christine Woods, Peter Scolari","As his father takes steps to move on, a New Yorker grieving his mom's death visits Los Angeles where new possibilities may bring him out of his funk."
6580,Dear Dad,Movie,Comedies,"Comedies, Dramas, Independent Movies",TV-14,India,2016,2019,3,02-03-19,Saturday,83,min,Tanuj Bhramar,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna, Aman Uppal, Bhavika Bhasin","A father and son bond on an impromptu road trip over deep conversations, unexpected confessions, strange encounters ... and a drunken escapade."
6581,Dear Dracula,Movie,Children & Family Movies,"Children & Family Movies, Comedies",TV-Y7-FV,United States,2012,2016,2,18-02-16,Thursday,43,min,Chad Van De Keere,"Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong","When he gets a fan letter from a young monster movie buff, Dracula visits him and soon has a new friend helping him to get his confidence back."
6582,Dear Santa,Movie,Comedies,"Comedies, Romantic Movies",TV-PG,Canada,2011,2019,11,04-11-19,Monday,92,min,Jason Priestley,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine","Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true."
6583,Death at a Funeral,Movie,Comedies,Comedies,R,United States,2010,2020,8,01-08-20,Saturday,93,min,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass","When a Los Angeles family's patriarch dies, his dutiful eldest son plans the funeral – which becomes a fiasco thanks to a colorful cast of attendees."
6584,Death House,Movie,Horror Movies,Horror Movies,R,United States,2017,2019,5,05-05-19,Sunday,88,min,Harrison Smith,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",Two federal agents battle through an army of rioting prisoners – and their sense of reality – inside a high-tech prison modeled after Dante’s Inferno.
6585,Deathgrip,Movie,International Movies,"International Movies, Sports Movies",TV-MA,United Kingdom,2017,2018,3,01-03-18,Thursday,53,min,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.
6586,Deep Undercover Collection,TV Show,Crime TV Shows,"Crime TV Shows, Docuseries",TV-MA,United States,2017,2018,7,20-07-18,Friday,3,Seasons,unknown,Dave B. Mitchell,"Former FBI agent Joe Pistone, the real-life ""Donnie Brasco,"" hosts this series that reveals the true stories of undercover crime-fighting operations."
6587,Deep Water,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,Australia,2016,2017,7,01-07-17,Saturday,1,Season,unknown,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis","Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier."
6588,Deewangee,Movie,International Movies,"International Movies, Thrillers",TV-MA,India,2002,2020,1,03-01-20,Friday,156,min,Anees Bazmee,"Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal, Vijayendra Ghatge","Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent."
6589,Defying the Nazis: The Sharps' War,Movie,Documentaries,Documentaries,TV-14,United States,2016,2017,5,01-05-17,Monday,79,min,"Ken Burns, Artemis Joukowsky","Tom Hanks, Marina Goldman","This film documents the story of minister Waitstill Sharp and his wife, Martha, who risked everything to save thousands of refugees fleeing the Nazis."
6590,Delirium,Movie,Horror Movies,"Horror Movies, Thrillers",R,United States,2018,2018,9,01-09-18,Saturday,96,min,Dennis Iliadis,"Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Daisy McCrackin",A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.
6591,Democrats,Movie,Documentaries,"Documentaries, International Movies",NR,Denmark,2014,2016,4,25-04-16,Monday,99,min,Camilla Nielsson,Not listed,"After Zimbabwe's disputed 2008 election results, political enemies are asked to write a new constitution and save their country from a bleak future."
6592,Den of Thieves,Movie,Action & Adventure,Action & Adventure,R,United States,2018,2020,5,01-05-20,Friday,140,min,Christian Gudegast,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams, Maurice Compte, Brian Van Holt, Evan Jones, Mo McRae, Kaiwi Lyman",A highly skilled crew of bank robbers plotting a heist at the supposedly impenetrable Federal Reserve faces off against an elite unit of L.A. cops.
6593,Denis Leary: No Cure For Cancer,Movie,Stand-Up Comedy,Stand-Up Comedy,R,United States,1992,2017,8,08-08-17,Tuesday,62,min,Ted Demme,Denis Leary,"In the stand-up performance that made him a legend, comedian Denis Leary caustically holds forth on nonsmokers, vegetarians and other undesirables."
6594,Desolate,Movie,Dramas,"Dramas, Thrillers",TV-MA,various,2018,2020,2,06-02-20,Thursday,88,min,Frederick Cipoletti,"Will Brittain, Callan Mulvey, Tyson Ritter, Bill Tangradi, Natasha Bassett, James Russo, Jonathan Rosenthal, Juston Street, Mark Kassen, Takuya Iba, Michael Rhys Kan, Jack Conley, Trieu Tran","In a severe, drought-ravaged dystopia, the youngest of a farm family starts a quest for revenge after his brothers betray him and leave him for dead."
6595,Desolation,Movie,Horror Movies,"Horror Movies, Thrillers",TV-MA,United States,2017,2018,5,08-05-18,Tuesday,76,min,Sam Patton,"Jaimi Paige, Alyshia Ochse, Toby Nichols, Claude Duhamel","Along with her son and best friend, a grieving widow hikes into the woods to scatter her late husband's ashes, only to discover they're being stalked."
6596,Detention Letter,Movie,Action & Adventure,"Action & Adventure, International Movies",TV-14,Egypt,2017,2019,8,05-08-19,Monday,99,min,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.
6597,Detour,Movie,Thrillers,Thrillers,R,United Kingdom,2016,2017,5,25-05-17,Thursday,97,min,Christopher Smith,"Tye Sheridan, Bel Powley, Emory Cohen, Gbenga Akinnagbe, Jared Abrahamson, John Lynch, Stephen Moyer","Convinced his stepfather caused the crash that left his mother in a coma, a law student drunkenly agrees to his murder, then can't rescind the deal."
6598,Deviant Love,Movie,Thrillers,Thrillers,TV-14,United States,2019,2019,9,13-09-19,Friday,87,min,Michael Feifer,"Emma Bell, Nick Ballard, Bradley Bundlie, Gail O'Grady, Corbin Timbrook, Kate Lang Johnson, Robert Adamson, Caia Coley, Alicia James, Sotida Arpon","In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives."
6599,Devil's Bride,Movie,Dramas,"Dramas, International Movies",TV-MA,Finland,2016,2017,6,01-06-17,Thursday,108,min,Saara Cantell,"Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho","On a small Finnish island in 1666, a teenage girl in love with a married fisherman becomes the center of a tragic witch hunt and power struggle."
6600,Devil's Gate,Movie,Horror Movies,"Horror Movies, Sci-Fi & Fantasy, Thrillers",TV-MA,Canada,2017,2020,7,16-07-20,Thursday,94,min,Clay Staub,"Amanda Schull, Milo Ventimiglia, Shawn Ashmore, Bridget Regan, Jonathan Frakes, Sarah Constible, Spencer Drever, Javier Botet","Seeking a missing woman in North Dakota, an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister."
6601,Devlok with Devdutt Pattanaik,TV Show,International TV Shows,International TV Shows,TV-PG,India,2017,2018,10,15-10-18,Monday,1,Season,unknown,"Rasika Dugal, Devdutt Pattanaik","Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy."
6602,Devrai,Movie,Dramas,"Dramas, International Movies",TV-PG,India,2004,2018,1,01-01-18,Monday,123,min,"Sumitra Bhave, Sunil Sukthankar","Atul Kulkarni, Sonali Kulkarni, Tushar Dalvi, Devika Daftardar, Amruta Subhash, Mohan Agashe, Ashwin Chitale, Jyoti Subhash","After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges."
6603,Dexter,TV Show,Crime TV Shows,"Crime TV Shows, TV Dramas, TV Mysteries",TV-MA,United States,2013,2018,1,01-01-18,Monday,8,Seasons,unknown,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren Vélez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson","By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers."
6604,Dhamaal,Movie,Action & Adventure,"Action & Adventure, Comedies, International Movies",TV-14,India,2007,2019,12,31-12-19,Tuesday,128,min,Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Prem Chopra, Asrani, Tiku Talsania","Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself."
6605,Di Renjie zhi Sidatianwang,Movie,Action & Adventure,"Action & Adventure, International Movies, Sci-Fi & Fantasy",TV-14,China,2018,2019,2,06-02-19,Wednesday,132,min,Hark Tsui,"Mark Chao, Feng Shaofeng, Kenny Lin, Carina Lau, Ethan Juan, Sandra Ma","Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom."
6606,Diana: 7 Days That Shook the World,Movie,Documentaries,Documentaries,TV-PG,United Kingdom,2017,2017,7,28-07-17,Friday,93,min,Ben Ryder,James D'Arcy,"This illuminating documentary examines the aftermath of Princess Diana’s tragic death and the tense, dramatic week leading up to her funeral."
6607,Diana: In Her Own Words,Movie,Documentaries,"Documentaries, International Movies",TV-PG,United Kingdom,2017,2017,12,01-12-17,Friday,113,min,unknown,Not listed,"Featuring archival footage and personal recordings, this documentary offers candid insight into the life of the beloved princess."
6608,Diary of a Chambermaid,Movie,Dramas,"Dramas, International Movies",NR,France,2015,2016,12,03-12-16,Saturday,96,min,Benoît Jacquot,"Léa Seydoux, Vincent Lindon, Clotilde Mollet, Hervé Pierre, Mélodie Valemberg, Patrick d'Assumçao, Vincent Lacoste, Joséphine Derenne, Dominique Reymond","An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her."
6609,Die Another Day,Movie,Action & Adventure,Action & Adventure,PG-13,United Kingdom,2002,2019,12,31-12-19,Tuesday,133,min,Lee Tamahori,"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond",Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.
6610,Dil Hai Tumhaara,Movie,Dramas,"Dramas, International Movies, Music & Musicals",TV-14,India,2002,2018,4,01-04-18,Sunday,176,min,Kundan Shah,"Rekha, Preity Zinta, Mahima Chaudhry, Arjun Rampal, Jimmy Shergill, Alok Nath, Dilip Joshi, Govind Namdeo","The sophisticated son of a powerful businessman falls for a simple, free-spirited girl whose older sister is in love with him."
6611,Dinner for Five,TV Show,Stand-Up Comedy & Talk Shows,Stand-Up Comedy & Talk Shows,TV-MA,United States,2007,2008,2,04-02-08,Monday,1,Season,unknown,Not listed,"In each episode, four celebrities join host Jon Favreau for dinner and share revealing stories about both show business and their personal lives."
6612,Dinner for Schmucks,Movie,Comedies,Comedies,PG-13,United States,2010,2020,1,01-01-20,Wednesday,115,min,Jay Roach,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement, Jeff Dunham, Bruce Greenwood, Ron Livingston, Chris O'Dowd, Lucy Punch, Stephanie Szostak, David Walliams, Larry Wilmore",The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.
6613,Dino Hunt,TV Show,Docuseries,"Docuseries, Science & Nature TV",TV-G,Canada,2016,2017,8,04-08-17,Friday,1,Season,unknown,Not listed,"Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species."
6614,Disciples Of The 36th Chamber,Movie,Action & Adventure,"Action & Adventure, International Movies",TV-14,Hong Kong,1985,2018,8,16-08-18,Thursday,90,min,Chia-Liang Liu,"Hou Hsiao, Gordon Liu, Lily Li, Jason Pai Piao, Chia-Liang Liu","Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin."""
6615,Discovering Bigfoot,Movie,Documentaries,Documentaries,TV-MA,United States,2017,2017,12,15-12-17,Friday,111,min,Todd Standing,Todd Standing,"Follow Todd Standing, Dr. Jeff Meldrum and other researchers into the wilderness, where they try to capture definitive proof of Sasquatch's existence."
6616,Dismissed,Movie,Thrillers,Thrillers,TV-14,United States,2017,2018,2,19-02-18,Monday,87,min,Benjamin Arfmann,"Kent Osborne, Dylan Sprouse, Rae Gray, Alycia Delmore, Robert Longstreet, Chris Bauer, Randall Park, Mitchell Edwards, Victoria Zeutzius, Leslie Thurston, Matthew J. Evans",An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn't get the grade he believes he deserves.
6617,District 9,Movie,Action & Adventure,"Action & Adventure, International Movies, Sci-Fi & Fantasy",R,South Africa,2009,2019,11,04-11-19,Monday,112,min,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt","After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."
6618,Diva Brides,TV Show,British TV Shows,"British TV Shows, Reality TV",TV-MA,various,2017,2019,10,02-10-19,Wednesday,1,Season,unknown,Not listed,"In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms."
6619,Doctor Zhivago,Movie,Classic Movies,"Classic Movies, Dramas, Romantic Movies",PG-13,United States,1965,2019,11,01-11-19,Friday,200,min,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Jeffrey Rockland",A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.
6620,Dog Eat Dog,Movie,Dramas,"Dramas, Thrillers",TV-MA,United States,2016,2016,12,31-12-16,Saturday,93,min,Paul Schrader,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos",A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.
6621,Dolphin Kick,Movie,Children & Family Movies,Children & Family Movies,TV-PG,United States,2019,2019,6,05-06-19,Wednesday,90,min,Philip Marlatt,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon","After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water – and help him heal."
6622,Dolphin Tale 2,Movie,Children & Family Movies,"Children & Family Movies, Dramas",PG,United States,2014,2019,2,25-02-19,Monday,107,min,Charles Martin Smith,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson, Nathan Gamble, Austin Stowell, Juliana Harkavy, Charles Martin Smith, Austin Highsmith, Cozi Zuehlsdorff","Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies."
6623,Domino,Movie,International Movies,"International Movies, Thrillers",R,Denmark,2019,2019,9,28-09-19,Saturday,89,min,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage."
6624,Don Quixote: The Ingenious Gentleman of La Mancha,Movie,Comedies,"Comedies, Independent Movies",TV-14,United States,2015,2018,1,05-01-18,Friday,83,min,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder","Carmen Argenziano, Horatio Sanz, Luis Guzman, Vera Cherny, Lorena McGregor, Reinaldo Zavarce, Jacquie Barnbrook, Anthony Skordi, Lin Shaye, James Franco","In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world."
6625,Don Verdean,Movie,Comedies,Comedies,PG-13,United States,2015,2020,3,01-03-20,Sunday,96,min,Jared Hess,"Sam Rockwell, Amy Ryan, Will Forte, Danny McBride, Jemaine Clement, Leslie Bibb, Steve Park, Sky Elobar, P.J. Boudousqué, Yaniv Moyal","A questionable character working as a self-styled ""biblical archaeologist"" advances his cause by creating phony religious artifacts."
6626,Don't Be Afraid of the Dark,Movie,Horror Movies,Horror Movies,R,United States,2010,2019,11,02-11-19,Saturday,99,min,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro",Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.
6627,Don't Crack Under Pressure,Movie,Action & Adventure,"Action & Adventure, Documentaries, International Movies",TV-MA,France,2015,2020,6,12-06-20,Friday,95,min,Thierry Donard,"Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts","There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature."
